WB1M,WB1Y,WB2,WB3,WB4,WB5,WB7,WAGE,WB8,MT6,MT9,MT10,MT13A,MT13B,MT13C,MT13D,MT13E,MT13X,CM1,CM5A,CM5B,CM6,CM7A,CM7B,CM8,CM9A,CM9B,CM10,CM12M,DB1,DB2,MN20,MN24,CP1,CP2,CP2A,CP5,DV1A,DV1B,DV1C,DV1D,DV1E,DV1F,DV1G,DV1H,DV1I,MA1,MA5,MA6,MA8M,MA8Y,MA9,SB1,SB14,SB15,HA1,HA2,HA3,HA4,HA5,HA6,HA7,HA8A,HA8B,HA8C,HA8BB,HA9,HA9A,HA10,HA11,HA12,HA12A,HA12B,HA12C,HA12D,HH7,WAGEM,MSTATUS,CEB,CSURV,CDEAD,wmweight,welevel,wscore,windex5
7,1996,18,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,No,Yes,No,No,No,No,No,No,"No, not in union",No,,,,,16,,2,Yes,Yes,No,Yes,No,No,Yes,DK,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.058463837102706,Higher,.2589472071968221,Middle
1,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.9182740055836087,Secondary,-1.181386692023071,Poorest
12,1995,18,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,16,,1,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,.9182740055836087,Primary,-.1327338508611045,Middle
3,1995,19,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,5,No,Later,Smaller than average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,1,1,0,.9182740055836087,Higher,-1.172841885408813,Poorest
1,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,11,No,Later,Smaller than average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,1,1,0,.9182740055836087,Secondary,-1.172841885408813,Poorest
4,1996,18,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.9182740055836087,Higher,.0388533978884554,Middle
6,1995,19,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.9182740055836087,Secondary,.077230858206618,Middle
5,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,12,,1,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.9182740055836087,Primary,.1625627478951319,Middle
5,1999,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.4809165785652618,Secondary,-.1917965221099811,Middle
2,1995,19,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,.4809165785652618,Secondary,.4830847896181773,Fourth
10,1997,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,.6527866230169193,Secondary,-1.411159860767755,Poorest
5,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.6527866230169193,Primary,-.8453145338679575,Second
6,1995,19,Yes,Secondary,3,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.6527866230169193,Secondary,.3038936625269054,Fourth
7,1998,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.6527866230169193,Primary,.3038936625269054,Fourth
4,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,4,No,Later,Smaller than average,Yes,No,Yes,,No,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,1,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Hhohho,,Never married/in union,1,1,0,.6527866230169193,Secondary,-.8669017024777199,Second
8,1995,19,No,,,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,12,Yes,,Very large,Yes,No,Yes,,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,"No, not in union","Yes, formerly lived with a man",Separated,1,2013,,17,,7,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,17,Formerly married/in union,1,1,0,.5947911172530194,None,.2639719890319188,Middle
6,1998,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,DK,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.9757511563034717,Higher,1.105116329458476,Richest
6,1997,17,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,No,,Hhohho,,Never married/in union,0,0,0,.9757511563034717,Higher,-1.266769351511298,Poorest
12,1996,17,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,No,Yes,No,No,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,No,No,,Hhohho,,Never married/in union,0,0,0,.9757511563034717,Primary,-.7263573897824469,Second
1,1995,19,Yes,Primary,6,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,4,Yes,,Smaller than average,Yes,No,No,No,,No,Yes,No,No,No,No,No,No,No,"Yes, living with a man",,,2,2012,,16,,2,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Hhohho,17,Currently married/in union,1,1,0,.5858185991825358,Primary,-1.523780337897617,Poorest
6,1997,17,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Primary,-1.546260720555541,Poorest
12,1997,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Primary,-.6413774719211902,Second
8,1995,19,Yes,Primary,7,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Primary,-1.294030960894056,Poorest
8,1995,19,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Higher,-.5546498754918121,Second
8,1998,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Secondary,-.5546498754918121,Second
2,1999,15,Yes,Primary,0,Able to read whole sentence,15-19,Christianity,Yes,Yes,Yes, , , , , , ,Yes,0,1,No,,,No,,,1,3,No,Later,Average,Yes,No,Yes,,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,13,,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Hhohho,,Never married/in union,1,1,0,.5858185991825358,Primary,-1.059508595343819,Poorest
4,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Secondary,-.2559006374288169,Middle
1,1995,19,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,Yes,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,.5858185991825358,Secondary,-.6909830242553463,Second
9,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.031323703799103,Primary,-1.547073091260611,Poorest
3,1998,16,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Manzini,,Never married/in union,0,0,0,1.031323703799103,Secondary,-1.547073091260611,Poorest
4,1995,19,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Manzini,,Never married/in union,0,0,0,1.031323703799103,Secondary,-.7643551674905227,Second
9,1997,16,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,3,Yes,Yes,No,Yes,No,No,No,No,DK,DK,,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,Yes,No,Manzini,,Never married/in union,0,0,0,.7199120699606869,Secondary,.2511233362860091,Middle
12,1996,17,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,No,,Manzini,,Never married/in union,0,0,0,.7199120699606869,Primary,-.0735541364017593,Middle
6,1998,16,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Manzini,,Never married/in union,0,0,0,1.138046950331125,Secondary,.4271434937741888,Fourth
11,1997,16,Yes,Secondary,0,,15-19,Christianity,No,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Manzini,,Never married/in union,0,0,0,1.138046950331125,Secondary,.4271434937741888,Fourth
7,1996,18,Yes,Secondary,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,No,No,,Manzini,,Never married/in union,0,0,0,1.138046950331125,Secondary,-.9714297031774828,Poorest
8,1998,16,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,,Manzini,,Never married/in union,0,0,0,1.138046950331125,Secondary,-1.239629005846275,Poorest
11,1994,19,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.138046950331125,Higher,-.6721974508602977,Second
4,1998,16,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,Manzini,,Never married/in union,0,0,0,1.310451060721007,Secondary,-.7587714029573855,Second
4,1997,17,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,Manzini,,Never married/in union,0,0,0,1.310451060721007,Secondary,-.0964324133713322,Middle
11,1997,16,Yes,Secondary,0,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,Yes,No,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,,Manzini,,Never married/in union,0,0,0,1.047452215329772,Secondary,.4283955710044637,Fourth
2,1999,15,Yes,Secondary,0,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,No,,Manzini,,Never married/in union,0,0,0,1.047452215329772,Secondary,.4283955710044637,Fourth
1,1997,17,Yes,High,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.047452215329772,Higher,-.9763411583314583,Poorest
5,1998,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Manzini,,Never married/in union,0,0,0,1.047452215329772,Secondary,-.9763411583314583,Poorest
8,1998,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.047452215329772,Secondary,-2.038283038661317,Poorest
2,1998,16,Yes,Primary,4,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,DK,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,DK / Not sure / Depends,No,,Manzini,,Never married/in union,0,0,0,1.010768111077334,Primary,-.8543634240063891,Second
5,1996,18,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,4,Yes,,Smaller than average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,DK / Not sure / Depends,No,Manzini,,Never married/in union,1,1,0,1.010768111077334,Primary,-1.017529681773919,Poorest
3,1996,18,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,3,No,Later,Average,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Manzini,,Never married/in union,1,1,0,1.010768111077334,Primary,-1.017529681773919,Poorest
2,1996,18,Yes,High,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,"Yes, currently pregnant",,Yes,,No,No,Yes,No,No,No,No,Yes,Yes,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.010768111077334,Higher,-1.017529681773919,Poorest
2,1998,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Manzini,,Never married/in union,0,0,0,1.010768111077334,Primary,-.6460917467572234,Second
6,1996,18,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,6,No,Later,Smaller than average,Yes,No,Yes,,Yes,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Manzini,,Never married/in union,1,1,0,1.080970686220325,Secondary,-1.50966377338662,Poorest
3,1998,16,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,DK,Yes,Yes,Yes,No,Yes,No,DK / Not sure / Depends,No,,Manzini,,Never married/in union,0,0,0,.8764318354450201,Secondary,-.0955391924784139,Middle
2,1999,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,,Manzini,,Never married/in union,0,0,0,.8764318354450201,Secondary,-.182670956428834,Middle
1,1995,19,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,DK,Yes,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.07986810494103,Secondary,-.3123002940670113,Middle
3,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,Yes,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Manzini,,Never married/in union,0,0,0,1.07986810494103,Secondary,-.444506995093917,Second
11,1995,18,Yes,Secondary,3,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,5,No,Later,Average,Yes,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,DK / Not sure / Depends,Yes,No,,Manzini,,Never married/in union,1,1,0,1.074777055729679,Secondary,.0022864498694399,Middle
9,1998,15,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Manzini,,Never married/in union,0,0,0,1.074777055729679,Secondary,.2200746437919528,Middle
11,1997,16,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes,A, , , ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Manzini,,Never married/in union,0,0,0,1.074777055729679,Secondary,.6518718119126881,Fourth
11,1996,17,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DK / Not sure / Depends,No,Manzini,,Never married/in union,0,0,0,1.074777055729679,Primary,-.5581458229124418,Second
